,conv_filters1,conv_kernelSize1,conv_strides1,conv_activation1,pool_type1,pool_size1,pool_strides1,pool_momentum1,drop_value1,dense_num
801,80.0,2.0,1.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
802,10.0,10.0,1.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
803,80.0,10.0,1.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
804,10.0,2.0,10.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
805,80.0,2.0,10.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
806,10.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
807,80.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.5,1000.0
808,10.0,2.0,1.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
809,80.0,2.0,1.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
810,10.0,10.0,1.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
811,80.0,10.0,1.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
812,10.0,2.0,10.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
813,80.0,2.0,10.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
814,10.0,10.0,10.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
815,80.0,10.0,10.0,3.0,1.0,10.0,1.0,0.5,0.5,1000.0
816,10.0,2.0,1.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
817,80.0,2.0,1.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
818,10.0,10.0,1.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
819,80.0,10.0,1.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
820,10.0,2.0,10.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
821,80.0,2.0,10.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
822,10.0,10.0,10.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
823,80.0,10.0,10.0,1.0,3.0,10.0,1.0,0.5,0.5,1000.0
824,10.0,2.0,1.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
825,80.0,2.0,1.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
826,10.0,10.0,1.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
827,80.0,10.0,1.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
828,10.0,2.0,10.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
829,80.0,2.0,10.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
830,10.0,10.0,10.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
831,80.0,10.0,10.0,3.0,3.0,10.0,1.0,0.5,0.5,1000.0
832,10.0,2.0,1.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
833,80.0,2.0,1.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
834,10.0,10.0,1.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
835,80.0,10.0,1.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
836,10.0,2.0,10.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
837,80.0,2.0,10.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
838,10.0,10.0,10.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
839,80.0,10.0,10.0,1.0,1.0,2.0,10.0,0.5,0.5,1000.0
840,10.0,2.0,1.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
841,80.0,2.0,1.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
842,10.0,10.0,1.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
843,80.0,10.0,1.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
844,10.0,2.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
845,80.0,2.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
846,10.0,10.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
847,80.0,10.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,1000.0
848,10.0,2.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
849,80.0,2.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
850,10.0,10.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
851,80.0,10.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
852,10.0,2.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
853,80.0,2.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
854,10.0,10.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
855,80.0,10.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,1000.0
856,10.0,2.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
857,80.0,2.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
858,10.0,10.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
859,80.0,10.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
860,10.0,2.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
861,80.0,2.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
862,10.0,10.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
863,80.0,10.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,1000.0
864,10.0,2.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
865,80.0,2.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
866,10.0,10.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
867,80.0,10.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
868,10.0,2.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
869,80.0,2.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
870,10.0,10.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
871,80.0,10.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,1000.0
872,10.0,2.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
873,80.0,2.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
874,10.0,10.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
875,80.0,10.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
876,10.0,2.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
877,80.0,2.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
878,10.0,10.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
879,80.0,10.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,1000.0
880,10.0,2.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
881,80.0,2.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
882,10.0,10.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
883,80.0,10.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
884,10.0,2.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
885,80.0,2.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
886,10.0,10.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
887,80.0,10.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,1000.0
888,10.0,2.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
889,80.0,2.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
890,10.0,10.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
891,80.0,10.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
892,10.0,2.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
893,80.0,2.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
894,10.0,10.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
895,80.0,10.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,1000.0
896,10.0,2.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
897,80.0,2.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
898,10.0,10.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
899,80.0,10.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
900,10.0,2.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
901,80.0,2.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
902,10.0,10.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
903,80.0,10.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,1000.0
904,10.0,2.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
905,80.0,2.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
906,10.0,10.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
907,80.0,10.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
908,10.0,2.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
909,80.0,2.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
910,10.0,10.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
911,80.0,10.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,1000.0
912,10.0,2.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
913,80.0,2.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
914,10.0,10.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
915,80.0,10.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
916,10.0,2.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
917,80.0,2.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
918,10.0,10.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
919,80.0,10.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,1000.0
920,10.0,2.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
921,80.0,2.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
922,10.0,10.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
923,80.0,10.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
924,10.0,2.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
925,80.0,2.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
926,10.0,10.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
927,80.0,10.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,1000.0
928,10.0,2.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
929,80.0,2.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
930,10.0,10.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
931,80.0,10.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
932,10.0,2.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
933,80.0,2.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
934,10.0,10.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
935,80.0,10.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,1000.0
936,10.0,2.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
937,80.0,2.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
938,10.0,10.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
939,80.0,10.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
940,10.0,2.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
941,80.0,2.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
942,10.0,10.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
943,80.0,10.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,1000.0
944,10.0,2.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
945,80.0,2.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
946,10.0,10.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
947,80.0,10.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
948,10.0,2.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
949,80.0,2.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
950,10.0,10.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
951,80.0,10.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,1000.0
952,10.0,2.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
953,80.0,2.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
954,10.0,10.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
955,80.0,10.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
956,10.0,2.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
957,80.0,2.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
958,10.0,10.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
959,80.0,10.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,1000.0
960,10.0,2.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
961,80.0,2.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
962,10.0,10.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
963,80.0,10.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
964,10.0,2.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
965,80.0,2.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
966,10.0,10.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
967,80.0,10.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,1000.0
968,10.0,2.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
969,80.0,2.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
970,10.0,10.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
971,80.0,10.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
972,10.0,2.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
973,80.0,2.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
974,10.0,10.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
975,80.0,10.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,1000.0
976,10.0,2.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
977,80.0,2.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
978,10.0,10.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
979,80.0,10.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
980,10.0,2.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
981,80.0,2.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
982,10.0,10.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
983,80.0,10.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,1000.0
984,10.0,2.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
985,80.0,2.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
986,10.0,10.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
987,80.0,10.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
988,10.0,2.0,10.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
989,80.0,2.0,10.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
990,10.0,10.0,10.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
991,80.0,10.0,10.0,3.0,3.0,2.0,10.0,0.95,0.5,1000.0
992,10.0,2.0,1.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
993,80.0,2.0,1.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
994,10.0,10.0,1.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
995,80.0,10.0,1.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
996,10.0,2.0,10.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
997,80.0,2.0,10.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
998,10.0,10.0,10.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
999,80.0,10.0,10.0,1.0,1.0,10.0,10.0,0.95,0.5,1000.0
1000,10.0,2.0,1.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1001,80.0,2.0,1.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1002,10.0,10.0,1.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1003,80.0,10.0,1.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1004,10.0,2.0,10.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1005,80.0,2.0,10.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1006,10.0,10.0,10.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1007,80.0,10.0,10.0,3.0,1.0,10.0,10.0,0.95,0.5,1000.0
1008,10.0,2.0,1.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1009,80.0,2.0,1.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1010,10.0,10.0,1.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1011,80.0,10.0,1.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1012,10.0,2.0,10.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1013,80.0,2.0,10.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1014,10.0,10.0,10.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1015,80.0,10.0,10.0,1.0,3.0,10.0,10.0,0.95,0.5,1000.0
1016,10.0,2.0,1.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1017,80.0,2.0,1.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1018,10.0,10.0,1.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1019,80.0,10.0,1.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1020,10.0,2.0,10.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1021,80.0,2.0,10.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1022,10.0,10.0,10.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1023,80.0,10.0,10.0,3.0,3.0,10.0,10.0,0.95,0.5,1000.0
1024,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1025,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1026,10.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1027,80.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1028,45.0,2.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1029,45.0,10.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1030,45.0,6.0,1.0,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1031,45.0,6.0,10.0,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1032,45.0,6.0,5.5,1.0,2.0,6.0,5.5,0.725,0.25,550.0
1033,45.0,6.0,5.5,3.0,2.0,6.0,5.5,0.725,0.25,550.0
1034,45.0,6.0,5.5,2.0,1.0,6.0,5.5,0.725,0.25,550.0
1035,45.0,6.0,5.5,2.0,3.0,6.0,5.5,0.725,0.25,550.0
1036,45.0,6.0,5.5,2.0,2.0,2.0,5.5,0.725,0.25,550.0
1037,45.0,6.0,5.5,2.0,2.0,10.0,5.5,0.725,0.25,550.0
1038,45.0,6.0,5.5,2.0,2.0,6.0,1.0,0.725,0.25,550.0
1039,45.0,6.0,5.5,2.0,2.0,6.0,10.0,0.725,0.25,550.0
1040,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.5,0.25,550.0
1041,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.95,0.25,550.0
1042,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.0,550.0
1043,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.5,550.0
1044,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,100.0
1045,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,1000.0
1046,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
1047,45.0,6.0,5.5,2.0,2.0,6.0,5.5,0.725,0.25,550.0
